"protein","contrast","pvalue","logFC","adj.pvalue","organism","label","TlogFC"
"17336","sp|P33734|HIS5_YEAST","conditionC-conditionB",1.68956996464648e-07,-0.504470619845971,2.31637272366206e-06,"YEAST","1","-0.599462070416271"
"17337","sp|P38069|MNN2_YEAST","conditionC-conditionB",1.73218782704626e-07,-0.514302595686739,2.37091436949065e-06,"YEAST","1","-0.599462070416271"
"17338","sp|P43123|UAP1_YEAST","conditionC-conditionB",1.75170860610884e-07,-0.554028045244979,2.38810844301286e-06,"YEAST","1","-0.599462070416271"
"17339","sp|P53254|UTP22_YEAST","conditionC-conditionB",1.75200534761953e-07,-0.614021557083997,2.38810844301286e-06,"YEAST","1","-0.599462070416271"
"17340","sp|P36046|MIA40_YEAST","conditionC-conditionB",1.75493861940444e-07,-0.588097795958318,2.38810844301286e-06,"YEAST","1","-0.599462070416271"
"17341","sp|P36010|NDK_YEAST","conditionC-conditionB",1.75617205841553e-07,-0.489883821297983,2.38810844301286e-06,"YEAST","1","-0.599462070416271"
"17342","sp|P38333|ENP1_YEAST","conditionC-conditionB",1.76808597485093e-07,-0.513368042364077,2.40040633241531e-06,"YEAST","1","-0.599462070416271"
"17343","sp|P40055|UTP7_YEAST","conditionC-conditionB",1.78683391822752e-07,-0.654798743713841,2.42192740002216e-06,"YEAST","1","-0.599462070416271"
"17344","sp|Q08421|ETT1_YEAST","conditionC-conditionB",1.80059818154448e-07,-0.576984825857558,2.43363003905352e-06,"YEAST","1","-0.599462070416271"
"17345","sp|P01123|YPT1_YEAST","conditionC-conditionB",1.80407831595508e-07,-0.591418529225295,2.43363003905352e-06,"YEAST","1","-0.599462070416271"
"17346","sp|Q3E834|YOS1_YEAST","conditionC-conditionB",1.80419780487048e-07,-0.652195186596109,2.43363003905352e-06,"YEAST","1","-0.599462070416271"
"17347","sp|P53919|NAF1_YEAST","conditionC-conditionB",1.83386175268453e-07,-0.509453157620367,2.46965955518531e-06,"YEAST","1","-0.599462070416271"
"17348","sp|P38071|ETR1_YEAST","conditionC-conditionB",1.85033058887715e-07,-0.590478800875249,2.48770632155138e-06,"YEAST","1","-0.599462070416271"
"17349","sp|P35197|GCS1_YEAST","conditionC-conditionB",1.85385031825639e-07,-0.57961146770619,2.48770632155138e-06,"YEAST","1","-0.599462070416271"
"17350","sp|P14843|AROF_YEAST","conditionC-conditionB",1.85618646974538e-07,-0.508818018033569,2.48770632155138e-06,"YEAST","1","-0.599462070416271"
"17351","sp|P53759|DUS1_YEAST","conditionC-conditionB",1.86877473531401e-07,-0.755619376652556,2.50057009782896e-06,"YEAST","1","-0.599462070416271"
"17352","sp|P25343|RV161_YEAST","conditionC-conditionB",1.87795260959918e-07,-0.459045452797636,2.50425569919712e-06,"YEAST","1","-0.599462070416271"
"17353","sp|P10869|AK_YEAST","conditionC-conditionB",1.87913405901809e-07,-0.485460371104525,2.50425569919712e-06,"YEAST","1","-0.599462070416271"
"17354","sp|Q00055|GPD1_YEAST","conditionC-conditionB",1.8805124705199e-07,-0.472059571073704,2.50425569919712e-06,"YEAST","1","-0.599462070416271"
"17355","sp|P36108|DID4_YEAST","conditionC-conditionB",1.88621432480733e-07,-0.571932945302088,2.50785538924701e-06,"YEAST","1","-0.599462070416271"
"17356","sp|P32337|IMB3_YEAST","conditionC-conditionB",1.89535557017194e-07,-0.515439000001248,2.51113253399949e-06,"YEAST","1","-0.599462070416271"
"17357","sp|P38085|TAT1_YEAST","conditionC-conditionB",1.8970260198581e-07,-0.517287154722939,2.51113253399949e-06,"YEAST","1","-0.599462070416271"
"17358","sp|P53731|ARPC2_YEAST","conditionC-conditionB",1.89768714753997e-07,-0.567449135018032,2.51113253399949e-06,"YEAST","1","-0.599462070416271"
"17359","sp|Q12019|MDN1_YEAST","conditionC-conditionB",1.91508485713723e-07,-0.499881102870431,2.52736948144648e-06,"YEAST","1","-0.599462070416271"
"17360","sp|P40215|NDH1_YEAST","conditionC-conditionB",1.91600173530679e-07,-0.564474074981935,2.52736948144648e-06,"YEAST","1","-0.599462070416271"
"17361","sp|Q86ZR7|YKD3A_YEAST","conditionC-conditionB",1.9425089744757e-07,-0.60220532618,2.55829961473076e-06,"YEAST","1","-0.599462070416271"
"17362","sp|P47035|NET1_YEAST","conditionC-conditionB",1.99201101378859e-07,-0.624749348766911,2.61936919942044e-06,"YEAST","1","-0.599462070416271"
"17363","sp|Q06103|RPN7_YEAST","conditionC-conditionB",2.04314052669841e-07,-0.449395570447551,2.67938349582711e-06,"YEAST","1","-0.599462070416271"
"17364","sp|P39704|ERP2_YEAST","conditionC-conditionB",2.04405915381765e-07,-0.739410479637303,2.67938349582711e-06,"YEAST","1","-0.599462070416271"
"17365","sp|P38340|NTM1_YEAST","conditionC-conditionB",2.09636217690883e-07,-0.54892109612504,2.74364270508428e-06,"YEAST","1","-0.599462070416271"
"17366","sp|P53598|SUCA_YEAST","conditionC-conditionB",2.11763556904908e-07,-0.539621872983805,2.76715410374335e-06,"YEAST","1","-0.599462070416271"
"17367","sp|P31383|2AAA_YEAST","conditionC-conditionB",2.14911147671521e-07,-0.465090255025249,2.80390316377057e-06,"YEAST","1","-0.599462070416271"
"17368","sp|Q12434|GDIR_YEAST","conditionC-conditionB",2.15821036813895e-07,-0.56383090494991,2.80765371934037e-06,"YEAST","1","-0.599462070416271"
"17369","sp|P25605|ILV6_YEAST","conditionC-conditionB",2.15986478051295e-07,-0.643596854039319,2.80765371934037e-06,"YEAST","1","-0.599462070416271"
"17370","sp|P17649|GABAT_YEAST","conditionC-conditionB",2.1620578682951e-07,-0.519463511997767,2.80765371934037e-06,"YEAST","1","-0.599462070416271"
"17371","sp|P34087|RPB7_YEAST","conditionC-conditionB",2.16738304814789e-07,-0.508292277467167,2.81020533824198e-06,"YEAST","1","-0.599462070416271"
"17372","sp|P39744|NOC2_YEAST","conditionC-conditionB",2.18500181112029e-07,-0.49380752190332,2.82866410934969e-06,"YEAST","1","-0.599462070416271"
"17373","sp|P32608|RTG2_YEAST","conditionC-conditionB",2.1920872783559e-07,-0.705935881246338,2.83345068143592e-06,"YEAST","1","-0.599462070416271"
"17374","sp|Q3E7X9|RS28A_YEAST;sp|P0C0X0|RS28B_YEAST","conditionC-conditionB",2.20842172872972e-07,-0.58196062578191,2.85015909218621e-06,"YEAST","1","-0.599462070416271"
"17375","sp|P53622|COPA_YEAST","conditionC-conditionB",2.22426245663179e-07,-0.52211610572959,2.86404799175384e-06,"YEAST","1","-0.599462070416271"
"17376","sp|P53188|CGR1_YEAST","conditionC-conditionB",2.22861814538355e-07,-0.676450308789053,2.86404799175384e-06,"YEAST","1","-0.599462070416271"
"17377","sp|P32469|DPH5_YEAST","conditionC-conditionB",2.22945742273317e-07,-0.564444058047781,2.86404799175384e-06,"YEAST","1","-0.599462070416271"
"17378","sp|P31373|CYS3_YEAST","conditionC-conditionB",2.2828428414132e-07,-0.601780385574019,2.9281310863096e-06,"YEAST","1","-0.599462070416271"
"17379","sp|Q99383|HRP1_YEAST","conditionC-conditionB",2.31130567066406e-07,-0.688788187306364,2.96009943702352e-06,"YEAST","1","-0.599462070416271"
"17380","sp|P53221|RL26B_YEAST","conditionC-conditionB",2.34273026122358e-07,-0.623510082437845,2.99575736614874e-06,"YEAST","1","-0.599462070416271"
"17381","sp|P24783|DBP2_YEAST","conditionC-conditionB",2.36160630171262e-07,-0.455488208589759,3.01528450400346e-06,"YEAST","1","-0.599462070416271"
"17382","sp|P38199|HEK2_YEAST","conditionC-conditionB",2.39207959420226e-07,-0.552377792592321,3.04953683632828e-06,"YEAST","1","-0.599462070416271"
"17383","sp|Q08162|RRP44_YEAST","conditionC-conditionB",2.51075058073985e-07,-0.479938101350615,3.19487012196295e-06,"YEAST","1","-0.599462070416271"
"17384","sp|P22217|TRX1_YEAST","conditionC-conditionB",2.51372060295542e-07,-0.632326794759834,3.19487012196295e-06,"YEAST","1","-0.599462070416271"
"17385","sp|P14020|DPM1_YEAST","conditionC-conditionB",2.539086885839e-07,-0.573543445640615,3.22221299336442e-06,"YEAST","1","-0.599462070416271"
"17386","sp|Q02648|TRM44_YEAST","conditionC-conditionB",2.62989949791702e-07,-0.608901972632529,3.33240143955758e-06,"YEAST","1","-0.599462070416271"
"17387","sp|Q03774|TRM82_YEAST","conditionC-conditionB",2.66326538222821e-07,-0.488097535135745,3.36957464320341e-06,"YEAST","1","-0.599462070416271"
"17388","sp|P00331|ADH2_YEAST","conditionC-conditionB",2.6838983650857e-07,-0.49667012013583,3.39055015516793e-06,"YEAST","1","-0.599462070416271"
"17389","sp|P38777|FSH1_YEAST","conditionC-conditionB",2.69270886737956e-07,-0.510642956042559,3.39654966182433e-06,"YEAST","1","-0.599462070416271"
"17390","sp|P19146|ARF2_YEAST","conditionC-conditionB",2.73773645609872e-07,-0.572334995987326,3.44814608167975e-06,"YEAST","1","-0.599462070416271"
"17391","sp|P53184|PNC1_YEAST","conditionC-conditionB",2.74929560821835e-07,-0.605901231952012,3.45749761977896e-06,"YEAST","1","-0.599462070416271"
"17392","sp|Q99258|RIB3_YEAST","conditionC-conditionB",2.75659668412818e-07,-0.548726123924284,3.46147418458918e-06,"YEAST","1","-0.599462070416271"
"17393","sp|P39985|DPO5_YEAST","conditionC-conditionB",2.76633825508477e-07,-0.427035127430081,3.46429447041206e-06,"YEAST","1","-0.599462070416271"
"17394","sp|P81449|ATPJ_YEAST","conditionC-conditionB",2.76712747367602e-07,-0.577918993246946,3.46429447041206e-06,"YEAST","1","-0.599462070416271"
"17395","sp|P0C2H7|RL27B_YEAST;sp|P0C2H6|RL27A_YEAST","conditionC-conditionB",2.77500165852363e-07,-0.628339221499656,3.46895947238163e-06,"YEAST","1","-0.599462070416271"
"17396","sp|Q02486|ABF2_YEAST","conditionC-conditionB",2.78388821578855e-07,-0.53654107427366,3.47043298739189e-06,"YEAST","1","-0.599462070416271"
"17397","sp|P40582|GST1_YEAST","conditionC-conditionB",2.78447989302877e-07,-0.593120816285362,3.47043298739189e-06,"YEAST","1","-0.599462070416271"
"17398","sp|P38711|RS27B_YEAST;sp|P35997|RS27A_YEAST","conditionC-conditionB",2.79727600293274e-07,-0.637304294560073,3.48119333519739e-06,"YEAST","1","-0.599462070416271"
"17399","sp|P17505|MDHM_YEAST","conditionC-conditionB",2.80277685819435e-07,-0.587975796261975,3.48285629495978e-06,"YEAST","1","-0.599462070416271"
"17400","sp|Q12402|YOP1_YEAST","conditionC-conditionB",2.82349685437026e-07,-0.564680856496731,3.5033982482342e-06,"YEAST","1","-0.599462070416271"
"17401","sp|Q03690|CLU_YEAST","conditionC-conditionB",2.92419519837566e-07,-0.478588648513961,3.62296954726158e-06,"YEAST","1","-0.599462070416271"
"17402","sp|P22696|ESS1_YEAST","conditionC-conditionB",2.95606290942092e-07,-0.654262647637088,3.6570346318768e-06,"YEAST","1","-0.599462070416271"
"17403","sp|P15108|HSC82_YEAST","conditionC-conditionB",2.96114742515515e-07,-0.457847024785456,3.65791372475222e-06,"YEAST","1","-0.599462070416271"
"17404","sp|P40005|PFD2_YEAST","conditionC-conditionB",3.02890995639324e-07,-0.542940143222212,3.73610235476647e-06,"YEAST","1","-0.599462070416271"
"17405","sp|Q02776|TIM50_YEAST","conditionC-conditionB",3.03389832893363e-07,-0.569367980472132,3.7367439948265e-06,"YEAST","1","-0.599462070416271"
"17406","sp|P07256|QCR1_YEAST","conditionC-conditionB",3.07917858672062e-07,-0.542640075305526,3.78693684128596e-06,"YEAST","1","-0.599462070416271"
"17407","sp|Q06144|ORM2_YEAST","conditionC-conditionB",3.08794418588613e-07,-0.497857269353787,3.7907910432544e-06,"YEAST","1","-0.599462070416271"
"17408","sp|P32803|EMP24_YEAST","conditionC-conditionB",3.091378083821e-07,-0.562181491240581,3.7907910432544e-06,"YEAST","1","-0.599462070416271"
"17409","sp|P39993|GEA2_YEAST","conditionC-conditionB",3.11598401219013e-07,-0.479190853977737,3.81536958915755e-06,"YEAST","1","-0.599462070416271"
"17410","sp|P10664|RL4A_YEAST","conditionC-conditionB",3.28768716719153e-07,-0.609112964594607,4.0197262835121e-06,"YEAST","1","-0.599462070416271"
"17411","sp|P32368|SAC1_YEAST","conditionC-conditionB",3.30986949968649e-07,-0.638428048125719,4.04093994538367e-06,"YEAST","1","-0.599462070416271"
"17412","sp|Q08235|BRX1_YEAST","conditionC-conditionB",3.33281152816095e-07,-0.532893189549217,4.06301790233382e-06,"YEAST","1","-0.599462070416271"
"17413","sp|P06738|PHSG_YEAST","conditionC-conditionB",3.43657189812716e-07,-0.600734795421258,4.18341350568231e-06,"YEAST","1","-0.599462070416271"
"17414","sp|P07342|ILVB_YEAST","conditionC-conditionB",3.4581714577003e-07,-0.556654095317068,4.20358835766681e-06,"YEAST","1","-0.599462070416271"
"17415","sp|Q5VU97|CAHD1_HUMAN","conditionC-conditionB",3.50225506003479e-07,-0.38195934202826,4.25099551046023e-06,"HUMAN","0","0"
"17416","sp|P32486|KRE6_YEAST","conditionC-conditionB",3.55180266730998e-07,-0.629953830408363,4.30488778358164e-06,"YEAST","1","-0.599462070416271"
"17417","sp|Q06704|IMH1_YEAST","conditionC-conditionB",3.61705205024825e-07,-0.48930556162555,4.37762753925125e-06,"YEAST","1","-0.599462070416271"
"17418","sp|P09457|ATPO_YEAST","conditionC-conditionB",3.63415377535065e-07,-0.507334367841002,4.39196936752276e-06,"YEAST","1","-0.599462070416271"
"17419","sp|P0CX46|RL2B_YEAST;sp|P0CX45|RL2A_YEAST","conditionC-conditionB",3.65916770588691e-07,-0.607450805115404,4.41581811317925e-06,"YEAST","1","-0.599462070416271"
"17420","sp|P21734|UBC1_YEAST","conditionC-conditionB",3.66910777900154e-07,-0.572158645645177,4.42143348066137e-06,"YEAST","1","-0.599462070416271"
"17421","sp|P37012|PGM2_YEAST","conditionC-conditionB",3.69805395160228e-07,-0.451519581094762,4.44990290607912e-06,"YEAST","1","-0.599462070416271"
"17422","sp|P54837|TMEDA_YEAST","conditionC-conditionB",3.82152550229878e-07,-0.496519105852021,4.59187037007538e-06,"YEAST","1","-0.599462070416271"
"17423","sp|P11154|PYC1_YEAST","conditionC-conditionB",3.92120295360704e-07,-0.535030336307805,4.70488096140827e-06,"YEAST","1","-0.599462070416271"
"17424","sp|Q12496|YO098_YEAST","conditionC-conditionB",3.95386971517232e-07,-0.582137781243291,4.73727971747652e-06,"YEAST","1","-0.599462070416271"
"17425","sp|P43583|BLM10_YEAST","conditionC-conditionB",3.9723313006775e-07,-0.501373197295851,4.75259036731988e-06,"YEAST","1","-0.599462070416271"
"17426","sp|P11633|NHP6B_YEAST","conditionC-conditionB",4.00953828992672e-07,-0.69485096180373,4.78504563731698e-06,"YEAST","1","-0.599462070416271"
"17427","sp|Q06344|ESF1_YEAST","conditionC-conditionB",4.01090158048452e-07,-0.565691984496767,4.78504563731698e-06,"YEAST","1","-0.599462070416271"
"17428","sp|Q99216|PNO1_YEAST","conditionC-conditionB",4.04250746629989e-07,-0.467936573216776,4.81449366700683e-06,"YEAST","1","-0.599462070416271"
"17429","sp|Q08742|RDL2_YEAST","conditionC-conditionB",4.04709918439054e-07,-0.635546753820738,4.81449366700683e-06,"YEAST","1","-0.599462070416271"
"17430","sp|P47120|DOHH_YEAST","conditionC-conditionB",4.11248037338508e-07,-0.533473949820799,4.88375713452844e-06,"YEAST","1","-0.599462070416271"
"17431","sp|Q02354|UTP6_YEAST","conditionC-conditionB",4.11700200866023e-07,-0.695220685111264,4.88375713452844e-06,"YEAST","1","-0.599462070416271"
"17432","sp|P32892|DRS1_YEAST","conditionC-conditionB",4.14960585465632e-07,-0.569420139296223,4.91546087287405e-06,"YEAST","1","-0.599462070416271"
"17433","sp|Q01532|BLH1_YEAST","conditionC-conditionB",4.19887791098403e-07,-0.490667242389841,4.95521847197252e-06,"YEAST","1","-0.599462070416271"
"17434","sp|P42842|EMW1_YEAST","conditionC-conditionB",4.200321488408e-07,-0.665304846123494,4.95521847197252e-06,"YEAST","1","-0.599462070416271"
"17435","sp|P06105|SC160_YEAST","conditionC-conditionB",4.20094451348621e-07,-0.486666436978475,4.95521847197252e-06,"YEAST","1","-0.599462070416271"
"17436","sp|P36047|SDS22_YEAST","conditionC-conditionB",4.28460117422907e-07,-0.455789184423197,5.04502652093841e-06,"YEAST","1","-0.599462070416271"
"17437","sp|Q12464|RUVB2_YEAST","conditionC-conditionB",4.28914726340693e-07,-0.578531964859571,5.04502652093841e-06,"YEAST","1","-0.599462070416271"
"17438","sp|P53600|COPZ_YEAST","conditionC-conditionB",4.29704174253853e-07,-0.430805930687613,5.04721349618676e-06,"YEAST","1","-0.599462070416271"
"17439","sp|Q07478|SUB2_YEAST","conditionC-conditionB",4.31108237047244e-07,-0.527166288488443,5.05660334702118e-06,"YEAST","1","-0.599462070416271"
"17440","sp|P23644|TOM40_YEAST","conditionC-conditionB",4.32737238574352e-07,-0.593961112517151,5.06860157730716e-06,"YEAST","1","-0.599462070416271"
"17441","sp|P07244|PUR2_YEAST","conditionC-conditionB",4.34849238027239e-07,-0.409268252665502,5.08621563303748e-06,"YEAST","1","-0.599462070416271"
"17442","sp|P12945|NAT1_YEAST","conditionC-conditionB",4.36717373306468e-07,-0.496694690099765,5.09694338623864e-06,"YEAST","1","-0.599462070416271"
"17443","sp|P39533|ACON2_YEAST","conditionC-conditionB",4.36985341137523e-07,-0.557562706045205,5.09694338623864e-06,"YEAST","1","-0.599462070416271"
"17444","sp|P32597|STH1_YEAST","conditionC-conditionB",4.53261180481128e-07,-0.533914737819038,5.27941957153715e-06,"YEAST","1","-0.599462070416271"
"17445","sp|P07703|RPAC1_YEAST","conditionC-conditionB",4.59296924327783e-07,-0.579007234050461,5.3422811935372e-06,"YEAST","1","-0.599462070416271"
"17446","sp|P32178|CHMU_YEAST","conditionC-conditionB",4.6137680747361e-07,-0.569196146554131,5.35901977903028e-06,"YEAST","1","-0.599462070416271"
"17447","sp|P40506|PPCS_YEAST","conditionC-conditionB",4.66137213680742e-07,-0.520944569691754,5.39936058796337e-06,"YEAST","1","-0.599462070416271"
"17448","sp|P40368|NUP82_YEAST","conditionC-conditionB",4.66575634575481e-07,-0.537176075239238,5.39936058796337e-06,"YEAST","1","-0.599462070416271"
"17449","sp|P40850|MKT1_YEAST","conditionC-conditionB",4.66867361189927e-07,-0.450721992019953,5.39936058796337e-06,"YEAST","1","-0.599462070416271"
"17450","sp|P47057|SNX4_YEAST","conditionC-conditionB",4.67432388578917e-07,-0.571287840352872,5.39936058796337e-06,"YEAST","1","-0.599462070416271"
"17451","sp|Q01855|RS15_YEAST","conditionC-conditionB",4.75315242003664e-07,-0.612582713782278,5.48284326741605e-06,"YEAST","1","-0.599462070416271"
"17452","sp|Q08208|NOP12_YEAST","conditionC-conditionB",4.80842046785195e-07,-0.621285420607666,5.53083281543205e-06,"YEAST","1","-0.599462070416271"
"17453","sp|P39954|SAHH_YEAST","conditionC-conditionB",4.80892947662336e-07,-0.399667660535385,5.53083281543205e-06,"YEAST","1","-0.599462070416271"
"17454","sp|P56628|RL22B_YEAST","conditionC-conditionB",4.81459558727075e-07,-0.621508876014421,5.53083281543205e-06,"YEAST","1","-0.599462070416271"
"17455","sp|P49167|RL38_YEAST","conditionC-conditionB",4.92205605557454e-07,-0.725120993363007,5.64652329118928e-06,"YEAST","1","-0.599462070416271"
"17456","sp|P06787|CALM_YEAST","conditionC-conditionB",4.94326255825937e-07,-0.630733348302666,5.66308284585249e-06,"YEAST","1","-0.599462070416271"
"17457","sp|Q07938|MTAP_YEAST","conditionC-conditionB",4.99683779753918e-07,-0.491973945459586,5.71662852268402e-06,"YEAST","1","-0.599462070416271"
"17458","sp|Q07623|NOP6_YEAST","conditionC-conditionB",5.04280495225275e-07,-0.604147920330708,5.76133576717073e-06,"YEAST","1","-0.599462070416271"
"17459","sp|P32501|EI2BE_YEAST","conditionC-conditionB",5.05111471860419e-07,-0.537013528049856,5.76295667008006e-06,"YEAST","1","-0.599462070416271"
"17460","sp|P14120|RL30_YEAST","conditionC-conditionB",5.07100617250237e-07,-0.604382648884902,5.77685773672326e-06,"YEAST","1","-0.599462070416271"
"17461","sp|P39940|RSP5_YEAST","conditionC-conditionB",5.07711399795719e-07,-0.482368247388808,5.77685773672326e-06,"YEAST","1","-0.599462070416271"
"17462","sp|P40693|RLP7_YEAST","conditionC-conditionB",5.09427495147004e-07,-0.545674907496415,5.78850834499238e-06,"YEAST","1","-0.599462070416271"
"17463","sp|P32787|MG101_YEAST","conditionC-conditionB",5.11117303885806e-07,-0.498782597369784,5.7998290534559e-06,"YEAST","1","-0.599462070416271"
"17464","sp|Q12025|EMC10_YEAST","conditionC-conditionB",5.14067425834487e-07,-0.530695137075084,5.82540092446316e-06,"YEAST","1","-0.599462070416271"
"17465","sp|P22336|RFA1_YEAST","conditionC-conditionB",5.17029547731746e-07,-0.475124774418577,5.85103938793044e-06,"YEAST","1","-0.599462070416271"
